"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"Cytolytic Granule (GO:0044194)","1/7",0.857066491986385,0.99998945479369,0,0,0.520236377379235,0.0802411425631128,"GNLY"
"Ribonuclease MRP Complex (GO:0000172)","1/7",0.857066491986385,0.99998945479369,0,0,0.520236377379235,0.0802411425631128,"RPP30"
"Spherical High-Density Lipoprotein Particle (GO:0034366)","1/7",0.857066491986385,0.99998945479369,0,0,0.520236377379235,0.0802411425631128,"CLU"
"Voltage-Gated Sodium Channel Complex (GO:0001518)","1/7",0.857066491986385,0.99998945479369,0,0,0.520236377379235,0.0802411425631128,"SCN8A"
"CatSper Complex (GO:0036128)","2/13",0.860699475732275,0.99998945479369,0,0,0.567460168697282,0.0851246297935871,"CATSPER2;CATSPERB"
"GBAF Complex (GO:0140288)","2/13",0.860699475732275,0.99998945479369,0,0,0.567460168697282,0.0851246297935871,"SMARCC1;SMARCA2"
"Clathrin Coat Of trans-Golgi Network Vesicle (GO:0030130)","2/13",0.860699475732275,0.99998945479369,0,0,0.567460168697282,0.0851246297935871,"AP1G1;AP1B1"
"Cytoplasmic Side Of Endoplasmic Reticulum Membrane (GO:0098554)","2/13",0.860699475732275,0.99998945479369,0,0,0.567460168697282,0.0851246297935871,"PTPN1;RPS29"
"Lamellar Body (GO:0042599)","2/13",0.860699475732275,0.99998945479369,0,0,0.567460168697282,0.0851246297935871,"SFTA3;CTSH"
"U2-type Catalytic Step 2 Spliceosome (GO:0071007)","5/29",0.86659151519042,0.99998945479369,0,0,0.650058455401967,0.0930802845039137,"SNRNP40;SNRPD1;PPIE;SNRPB2;PRPF19"
"Lytic Vacuole Membrane (GO:0098852)","62/287",0.870902134550894,0.99998945479369,0,0,0.858479239155648,0.118663866566979,"SLC35F6;PLEKHF1;ECE1;VLDLR;CLU;RPTOR;LAPTM4B;FLCN;LAPTM4A;AP1G1;CHMP1B;LAMP2;ANKFY1;RNF152;SPG11;SLC36A1;ATP6V0E1;PLA2G4E;ATP6AP2;AP1B1;TFEB;VPS13A;AP3B1;ATP11A;TMEM150C;LMBRD1;NPC1;TMEM79;TMBIM1;ATP6V0D1;DAGLB;ATP6V0D2;CFTR;SLC29A3;SIDT2;OCA2;AHNAK;PSEN1;PLD1;GNAI1;NAPG;DPP4;NEU3;ATP6V1H;RDH14;SLC38A9;ATP6V1C1;ATP6V1C2;LYN;MEAK7;CTNS;LNPEP;CP;IRGM;MTOR;GNAO1;DAB2;GNAQ;GNB4;HLA-DRB3;CYB561;TECPR1"
"Lipid Droplet (GO:0005811)","16/82",0.873269025370166,0.99998945479369,0,0,0.75604682056295,0.102453120890848,"EDA;CAV1;VPS13A;ACSL4;ABHD5;UBE2G2;CIDEC;RAP1B;FIG4;CYB5R3;TRAF6;PNPLA4;PLIN1;LDAH;RAB3GAP1;ADIG"
"U5 snRNP (GO:0005682)","3/19",0.874617880005696,0.99998945479369,0,0,0.585120643431635,0.078387557378988,"SNRNP40;PRPF18;SNRPD1"
